artist,pub_or_prep,item_t,author,author_s,isbn,imprint,language,size,pages,illustrations,concordance,bibliography,index,exhibition_list,cronology,ind_entr_cont,public_note
"Goldstein, Zv",1,The Limits of My Knowledge : Works 1969-2014.,,"['Goldstein, Zvi', 'Schmidt, Johannes (ed.)', 'Meyer-Hermann, Eva (ed.)']",9783954760725,"Berlin : DISTANZ Verlag, 2014.",,30 cm,343,"530 b&amp;w, color ills.",No,Yes,No,No,No,Provenance; Exhib. Hist; Bibliog.,"The publication was issued in conjunction with the Israel Museum, Jerusalem.  The bilingual catalogue raisonné lists approximately 230 conceptual artworks the artist created between 1969 and 2014, all illustrated.  The texts include a series of conversations with Goldstein on his working methods."
"Goltzius, Hendrick",1,Die Zeichnungen von Hendrick Goltzius. Mit einem beschreibenden Katalog.,"Reznicek, E. K. J.",,,"Utrecht : Haentjens Dekker &amp; Gumbert, 1961.",German,27 cm,"xxxviii, 521",461,Yes,Yes,Yes,No,No,Exhib. Hist; Bibliog.; Comments,"A supplement  was published in 1993 titled, ""Hendrick Goltzius: Drawings Rediscovered, 1962-1992""  (see entry cited in this database).
In addition to the catalogue raisonné of Goltzius' drawings, this very thorough study deals with the artist's predecessors, contemporaries and followers, as well as his origins, relationships to other artists and influence.  There are also notes on the iconography, indices and concordances."
"Goltzius, Hendrick",1,"Hendrick Goltzius : Drawings Rediscovered, 1962-1992 : Supplement to ""Die Zeichnungen von Hendrick Goltzius"" (1961).","Reznicek, Emil Karel Josef",,09613754418,"New York : Master Drawings Association ; Boston : Ars Libri, 1993.",English,27 cm,92,"b&amp;w, 12 color",No,Yes,Yes,No,No,Provenance; Bibliog.; Comments,"This is a re-publication (with new color illustrations and index) of an article first published in ""Master Drawings"", XXXI, 3, 1993; which  was a supplement by Reznicek to his 1961 catalogue raisonné: ""Die Zeichnungen von Hendrick Goltzius. Mit einem beschreibenden Katalog"" (see entry in this database)."
"Goltzius, Hendrick",1,The Paintings of Hendrick Goltzius : (1558-1617) : A Monograph and Catalogue Raisonné.,"Nichols, Lawrence W.",,9789070288280,"Doornspijk : Davaco, 2013.",English,32 cm,464,"207 plates, of which 145 are in color",No,Yes,Yes,No,No,,"The publication includes a biography of the artist with a discussion of his artistic style. The catalogue raisonné includes 59 paintings by Goltzius, organized by subject. The catalogue also lists 160 paintings known only from documents and 38 rejected works. 

The appendix includes numerous documents relating to Goltzius' life and work reproduced in their original language."
"Goltzius, Hendrick",1,"[Goltzius] The New Hollstein Dutch &amp; Flemish Etchings, Engravings and Woodcuts 1450-1700 : Henrick Goltzius.",,"['Leesberg, Marjolei', 'Leeflang, Huigen (ed.)']",9789077551950,"Sound &amp; Vision Publishers : Ouderkerk aan den IJssel ; Amsterdam : Rijksprentenkabinett, Rijksmuseum, 2012.",English,27 cm,"c. 1,450",numerous b&amp;w ills.,No,Yes,No,No,No,,
"Gironcoli, Bruno",1,"Bruno Gironcoli, die Skulpturen : 1956-2008.",,"['Busse, Bettina M. (ed.)', 'COMARTE (co-editor)']",9783775719254,"Ostfildern : Hatje Cantz, 2008.",,32 cm,403,270 color ills.,No,Yes,No,Yes,Yes,,"This is an overview of 50 years of the artist's work. It contains a preface, a biography, and various other essays. The publication also includes the artist's writings, as well as previously unpublished interviews from 1994-1995.

The bilingual catalogue raisonné lists all of Gironcoli's sculptures, as well as mixed media pieces and environments, small works, some prints, multiples, and fragments."
"Girardon, Franço",1,"Girardon : biographie et catalogue critiques, l'oeuvre complète de l'artiste.","Francastel, Pierre",,,"Paris : Les beaux- arts, Édition d'etudes et de documents, 1928.",French,33 cm,"viii, 168",93 heliogravure plates,No,Yes,Yes,No,Yes,Bibliog.; Comments,A biography and catalogue raisonné.  The full text digitized catalogue is available on the Wildenstein Plattner Institute's website (see Full Text link on this page).
Girolamo da Treviso the Younge,1,Girolamo da Treviso.,,"['Ervas, Paolo', 'Benati, Daniele']",9788863362404,"Saonara : Il Prato, 2014.",Italian,23 cm,223,b&amp;w,No,Yes,Yes,No,No,,"The crititcal texts include a biographical essay, and discussions of the Treviso's artistic development and critical fortunes.  The catalogue raisonné is divided into separate catalogues: authentic paintings; authentic drawings; doubtful attributions; and rejected works.  There is also a bibliography and indices of places and names."
"Girardon, Franço",1,François Giradon (1623-1715) : le sculpteur de Louis XIV.,,"['Maral, Alexandre', 'de La Moureyre, Françoise', 'Pégard, Catherine (foreword)', 'Bresc-Bautier, Geneviève (preface)']",9782903239558,"Paris : Arthena, 2015.",French,32 cm,585,"b&amp;w and color ills., plans",No,Yes,Yes,No,Yes,,"In several long chapters, the author outlines the sculptor's activity for the many royal sculptural programs at the Louvre, the Invalides, Versailles, etc.. Maral includes long sections on the royal portraits, official portraits and busts of important figures, religious works in various locations, and funerary works, including his masterpiece for the tomb of Richelieu at the Sorbonne.


Françoise La Moureye-Gavotry contributed a study of Giradon's activities as a major collector during the realm of Louis XIV.  During his lifetime, many of Girardon's sculptural pieces were engraved, the plates for these are reproduced in this volume."
"Giordano, Luca",1,Luca Giordano : nuove richerche e inediti.,,"['Ferrari, Oreste', 'Scavizzi, Giuseppe']",8851001308,"Naples ; Electa Napoli, 2003",Italian,29 cm,270,"b&amp;w, some color",No,Yes,Yes,No,No,Bibliog.,This supplements the author's earlier catalogue raisonné with new and previously unpublished research.
"Giordano, Luca",1,Luca Giordano.,,"['Ferrari, Oreste', 'Scavizzi, Giuseppe']",,"Naples : Electa Napoli, 1992.",Italian,29 cm,968,"b&amp;w, some color",No,Yes,Yes,No,Yes,Provenance; Bibliog.; Comments,"This is a revised edition of Ferrari's seminal study on the artist's work, originally published in 1966. This new catalogue, the index of which has doubled since the first publication, includes sections on the artist's critical fortunes, his circle and further material from newly examined sources (a reprint of the new edition was also issued c. 2000)."
"Gionima, Simone",1,"Simone Gionima, 1655-1731.","Zapletalová, Jana",,9788024429229,"Olomouc : Univerzita Palackého v Olomouci, 2011.",,26 cm,173,some color,No,Yes,Yes,No,Yes,Provenance; Bibliog.; Comments,"The texts of the catalogue raisonné are in Italian with English and Czech summaries.  In addition to the catalogue raisonné of Simone Gionima, there is a separate section dedicated to the works of Jan and Francesco Gionima.  The catalogue includes a genealogical table.

The appendix includes documents, a list of lost works, and a list of rejected attributions."
"Girtin, Thoma",1,The Art of Thomas Girtin : with a Catalogue and 109 Illustrations.,,"['Loshak, David', 'Girtin, Thoma']",,"London : Adam and Charles Black, 1954.",English,26 cm,"xiv, 232",109 b&amp;w ills.,No,Yes,Yes,No,No,Provenance; Bibliog.; Comments,"The texts were written by Loshak and are based on his Master's thesis, presented at New York University in 1950.  The catalogue raisonné is based on Thomas Girtin's own record of paintings. 

The catalogue includes a genealogical table, appendices of sources, followers of Girtin, and watercolors that were exhibited at The Royal Academy.  There are three introductory essays: the English landscape, watercolor painting to the time of Girtin; and a discussion of his stylistic development. There is also a list of portraits of Girtin, drawings sold attributed to Girtin but without images/records, and engravings of missing drawings."
Giorgione,1,Giorgione : catalogo completo dei dipinti.,"Torrini, Annalisa",,8877370521,"Florence : Cantini, 1993.",Italian,21 cm,159,"23 b&amp;w, 60 color",No,Yes,No,No,No,Comments,"From the series ""I Gigli dell'arte"". The catalogue raisonné lists 26 authentic paintings by Giorgione. It also contains separate lists of  doubtful attributions and rejected works."
Giorgione,1,Giorgione : Mystery Unveiled : Catalogue Raisonné.,,"['Eller, Wolfgang L.', 'Pendl, Ingeborg Elizabeth']",9783865681263,"Petersberg : Michael Imhof Verlag, 2007.",English,33 cm,216,"30 b&amp;w, 107 color",No,Yes,No,No,No,Provenance; Bibliog.; Comments,"The catalogue raisonné lists 27 paintings and 13 drawings by the artist, as well as 7 paintings executed in collaboration with Giorgione. The publication also contains separate catalogues of  works known only through copies and rejected attributions."
Giorgione,1,"Giorgione : The Painter of ""Poetic Brevity"" : Including a Catalogue Raisonné.","Mellor, Barbara  (index)",,2080136445,"Paris; New York : Flammarion, 1996.",English,33 cm,390,"numerous b&amp;w, color",No,Yes,Yes,No,No,Provenance; Bibliog.; Comments,"Originally published in Paris by Editions de la Lagune, 1996.  The publicaiton includes catalogues of authentic works; controversial attributions; copies and engravings after Giorgione; and rejected attributions."
Gilbert and George,1,"Gilbert &amp; George : The Complete Pictures, 1971-2005.",,"['Gilbert', 'George', 'Fuchs, Rudi (Intro.)']",1854376810,"London : Tate Publishing, 2007.",English,33 cm,"1,240","1,500 color",No,Yes,Yes,Yes,No,,"Co-edition with Aperature Foundation, New York. The catalogue is chiefly illustrations."
Giotto,1,L'opera completa di Giotto.,,"['Vigorelli, Giancarlo', 'Baccheschi, Edi (crit.app.)']",,"Milan : Rizzoli, 1974.",Italian,32 cm,128,"b&amp;w, some color",No,Yes,Yes,No,No,Provenance; Exhib. Hist; Bibliog.; Comments,"This title (copyright 1966) was issued in Rizzoli's ""Classici dell'arte"" series.  There have been numerous reprintings of the title over the years, most editions appear to have the same information."
"Gignous, Eugenio",1,Eugenio Gignous.,"Colombo, Nicoletta",,8834511807,"Milan : Electa, 1985.",Italian,28 cm,146,"b&amp;w, some color",No,Yes,No,No,No,Exhib. Hist; Bibliog.,"An introductory section covers the historical period and a discussion of the artist's career. This is followed by an illustrated catalogue raisonné.  Appendices include a biography of the artist, a list of exhibited works from 1870 to 1984, a list of works held in public collections, and bibliographic references."
Giorgione,1,The Complete Paintings of Giorgione.,,"['Zampetti, Pietro', 'Gould, Cecil (intro.)']",0810955075,"New York : Abrams, 1968.",English,32 cm,104,"130 b&amp;w thumbnails, 64 color",No,Yes,Yes,No,No,Comments,"The catalogue lists 85 authentic paintings by Giorgione, and includes works mentioned in historical documents. The publication also includes a brief essay on Giorgione's followers."
"Giebel, Heinrich",1,"Heinrich Giebel, 1865-1951.",,"['Küster, Bernd', 'Giebel, Hellmut', 'Christoph (c.r.)']",3934836186,"Bremen : Donat, 2001.",German,33 cm,162,"b&amp;w, some color",No,Yes,Yes,No,No,,
Gilbert and George,1,Gilbert &amp; George : Art Titles 1969-2010 in Alphabetical Order.,,"['Obrist, Hans Ulrich, ed.', 'Philbrick, Inigo, ed.']",9783865608802,"Cologne : Walter König ; New York : D.A.P., 2011.",English,21 cm,180,numerous ills.,No,No,Yes,No,No,,"Catalogue raisonné of the titles of the artists' works, including performance pieces, books, pictures, and postcards, from the 1970s until the present. The titles are presented alphabetically as a continuous poetical index."
"Gifford, Robert Swain",1,"R. Swain Gifford : A Catalogue of Etchings, 1865-1891.","Wright, David G.",,,"New Bedford, MA : New Bedford Whaling Museum, 2002.",English,29 cm,208,"80 plates, map",No,Yes,Yes,Yes,Yes,Bibliog.,"The publication contains an inventory of etchings, a list of undated or not fully identified plates, and examples of Gifford's signature. There is also a list of major art exhibitions from 1868-1892 that included Gifford's etchings and a list of publications with illustrations by the artist."
"Gifford, Sanford Robinson",1,"A Memorial Catalogue of the Paintings of Sanford Robinson Gifford, N.A., with a Biographical and Critical Essay…""","Weir, John F.",,,"New York : Press of F. Hart &amp; Co., 1881.",English,27 cm,46,some b&amp;w ills.,No,No,No,No,No,Provenance,"The chronological catalogue raisonné was compiled and published under the auspices of the Metropolitan Museum of Art, New York.
The publication also includes a biographical and critical essay on Gifford.

Although the catalogue is mostly unillustrated, it is a  comprehensive early listing of the artist's oeuvre, compiled with as much information as was available at the time of its publication.

The digitized catalogue can be viewed online via the MMA's Watson Library."
Gilbert and George,1,"The Postcard Art of Gilbert &amp; George, 1972-1989 : The Urethra Postcard Art of Gilbert &amp; George.",,"['Gilbert', 'George', 'Bracewell, Michael']",9783791351162,"New York : DelMonico Books/Prestel, 2011.",English,31 cm,484 (v.1); 597 (v.2),441 col. (v.1); 565 col. (v.2),No,Yes,Yes,Yes,No,,"Vol. 1 lists approximately 470 postcard sculptures, organized by year and illustrated with full page color plates. Vol. 2 contains 564 new postcard pictures, the so-called Urethra postcard works.  

Each volume is preceded by an essay by Michael Bracewell.   

The catalogue also includes lists of living sculptural presentations by the artists, exhibitions, video broadcasts, and a title index."
"Gildor, Jacob",1,Ya'kov Gildor.,,"['Ahronson, Meir', 'Gildor, Hav', 'Gildor, Jaco', 'Muzeon le-omanut Yisreelit']",,"Ramat-Gan : Muzeon le-omanut Yisreelit, 2009.",,29 cm,c. 600,"c. 1000, some color",No,Yes,No,Yes,No,,"Title not viewed, but according to the entry in the BnF catalogue général (Paris) the verso of the title page states: ""Exhibition for the occasion of the publication of the books in the Israeli Art Museum, Gamat-Gan, Israel, September 2009-January 2010"".

The publication is credited as follows:
London [UK]; San Rafael (CA) : Gilden's Arts, 2009."
